id,term,category_parent,category_sub,name,professor,credit
30011,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,日本語上級,宇佐美 洋,1.0
30053,Ｓ１,基礎科目,物質科学,物性化学,北條 博彦,2.0
30068,Ｓ１,基礎科目,物質科学,物性化学,横田 泰之,2.0
30070,Ｓ１,基礎科目,物質科学,物性化学,廣瀬 靖,2.0
30073,Ｓ１,基礎科目,物質科学,物性化学,西川 昌輝,2.0
30078,Ｓ１,基礎科目,数理科学,数理科学基礎,辻 雄,2.0
30079,Ｓ１,基礎科目,数理科学,数理科学基礎,金井 雅彦,2.0
30080,Ｓ１,基礎科目,物質科学,物性化学,青木 優,2.0
30595,Ｓ１,基礎科目,数理科学,数理科学基礎,田中 公,2.0
31304,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,横田 泰之,2.0
31305,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,北條 博彦,2.0
31306,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,廣瀬 靖,2.0
31307,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,西川 昌輝,2.0
31308,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,青木 優,2.0
31825,Ｓ１,基礎科目,数理科学,数理科学基礎,河澄 響矢,2.0
31826,Ｓ１,基礎科目,数理科学,数理科学基礎,緒方 芳子,2.0
31827,Ｓ１,基礎科目,数理科学,数理科学基礎,白石 潤一,2.0
31832,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,辻 雄,2.0
31833,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,河澄 響矢,2.0
31834,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,白石 潤一,2.0
31835,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,金井 雅彦,2.0
31836,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,田中 公,2.0
31837,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,緒方 芳子,2.0
30097,Ｓ１,基礎科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
30131,Ｓ１,基礎科目,物質科学,物性化学,竹中 康将,2.0
30133,Ｓ１,基礎科目,物質科学,物性化学,内田 さやか,2.0
30137,Ｓ１,基礎科目,物質科学,物性化学,吉本 敬太郎,2.0
30140,Ｓ１,基礎科目,数理科学,数理科学基礎演習,牛腸 徹,1.0
30142,Ｓ１,基礎科目,数理科学,数理科学基礎演習,緒方 芳子,1.0
30143,Ｓ１,基礎科目,数理科学,数理科学基礎演習,辻 雄,1.0
30144,Ｓ１,基礎科目,数理科学,数理科学基礎演習,金井 雅彦,1.0
30145,Ｓ１,基礎科目,数理科学,数理科学基礎演習,鮑 園園,1.0
30146,Ｓ１,基礎科目,数理科学,数理科学基礎演習,山本 宏子,1.0
31312,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,吉本 敬太郎,2.0
31313,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,竹中 康将,2.0
31314,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,内田 さやか,2.0
31316,Ｓ１,要求科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
31852,Ｓ１,基礎科目,基礎実験,生命科学実験,山元 孝佳,2.0
30198,Ｓ１,基礎科目,生命科学,生命科学,矢島 潤一郎,1.0
30209,Ｓ１,基礎科目,生命科学,生命科学,佐藤 健,1.0
30211,Ｓ１,基礎科目,数理科学,数理科学基礎,高山 茂晴,2.0
30213,Ｓ１,基礎科目,数理科学,数理科学基礎,WILLOX RALPH,2.0
30214,Ｓ１,基礎科目,数理科学,数理科学基礎,吉野 太郎,2.0
30215,Ｓ１,基礎科目,数理科学,数理科学基礎,斎藤 毅,2.0
30961,Ｓ１,基礎科目,数理科学,数理科学基礎,寺田 至,2.0
31322,Ｓ１,総合科目,Ｅ（物質・生命）,生命科学,矢島 潤一郎,1.0
31323,Ｓ１,総合科目,Ｅ（物質・生命）,生命科学,佐藤 健,1.0
31838,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,寺田 至,2.0
31839,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,斎藤 毅,2.0
31840,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,高山 茂晴,2.0
31841,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,WILLOX RALPH,2.0
31842,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,吉野 太郎,2.0
30250,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,日本語中級,大久保 雅子,1.0
31653,Ｓ１,主題科目,学術フロンティア講義,学術フロンティア講義 (これからの食糧生産を支える植物・土壌科学),妹尾 啓史,1.0
30298,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,日本語上級,宇佐美 洋,1.0
30356,Ｓ１,総合科目,Ｄ（人間・環境）,システム論,福永 アレックス,2.0
30368,Ｓ１,総合科目,Ｆ（数理・情報）,計算機システム概論,森畑 明昌,2.0
30370,Ｓ１,基礎科目,既修外国語,日本語ｲﾝﾃﾝｼﾌﾞⅢ(PEAK),ボイクマン 総子,2.0
30373,Ｓ１,基礎科目,既修外国語,日本語ｲﾝﾃﾝｼﾌﾞⅢ(PEAK),瀬尾 悠希子,2.0
31085,Ｓ１,基礎科目,既修外国語,日本語ｲﾝﾃﾝｼﾌﾞⅢ(PEAK),瀬尾 悠希子,2.0
31086,Ｓ１,基礎科目,初修外国語,日本語ｲﾝﾃﾝｼﾌﾞⅢ(PEAK),ボイクマン 総子,2.0
31089,Ｓ１,基礎科目,初修外国語,日本語ｲﾝﾃﾝｼﾌﾞⅢ(PEAK),根本 愛子,2.0
31560,Ｓ１,総合科目,Ｄ（人間・環境）,生体医工学基礎Ⅰ,高井 まどか,1.0
31570,Ｓ１,総合科目,Ｆ（数理・情報）,モデリングとシミュレーション基礎Ⅰ,菅野 太郎,2.0
31681,Ｓ１,主題科目,全学体験ゼミナール,全学体験ゼミナール (多変数関数の微分),清野 和彦,2.0
30374,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ナオミ バーマン,1.0
30375,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ホールマン フランシス キャンドラー,1.0
30376,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ハンセン キャサリン,1.0
30377,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BORDILOVSKAYA Anna,1.0
30378,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,TSAI Aurora Marjorie,1.0
30379,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BROOKS Britton,1.0
30380,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,マニナン ジョン,1.0
30381,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,PAZDZIORA JOHN PATRICK,1.0
30382,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,沈 尚玉,1.0
30383,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,VANDEN BUSSCHE Eric Armand,1.0
30384,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,AKINDELE Tito,1.0
30385,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,DIETZ Richard,1.0
30386,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,Kartika Diana,1.0
30387,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,モレノ ペナランダ ラケル,1.0
30388,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,テラシマ アレクサンドラ,1.0
30393,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,牛村 圭,1.0
30395,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,佐原 彩子,1.0
30396,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,三吉 美加,1.0
30397,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,リチンスキ ダン,1.0
30398,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,土屋 和代,1.0
30399,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,アンダル ジャクリーン,1.0
30402,Ｓ１,基礎科目,既修外国語,英語一列①,サーギル ジェームズ クリストファー,1.0
30403,Ｓ１,基礎科目,既修外国語,英語一列①,ナルト デリック,1.0
30404,Ｓ１,基礎科目,既修外国語,英語一列①,ペティート ジョシュア,1.0
30405,Ｓ１,基礎科目,既修外国語,英語一列①,大城 明緒,1.0
30406,Ｓ１,基礎科目,既修外国語,英語一列①,杉本 文四郎,1.0
30407,Ｓ１,基礎科目,既修外国語,英語一列①,篠儀 直子,1.0
30408,Ｓ１,基礎科目,既修外国語,英語一列①,鈴木 哲平,1.0
30409,Ｓ１,基礎科目,既修外国語,英語一列①,西野 方子,1.0
30410,Ｓ１,基礎科目,既修外国語,英語一列①,加太 康孝,1.0
30411,Ｓ１,基礎科目,既修外国語,英語一列①,河合 祥一郎,1.0
30412,Ｓ１,基礎科目,既修外国語,英語一列①,岡野 恵,1.0
30413,Ｓ１,基礎科目,既修外国語,英語一列①,近藤 亮介,1.0
30414,Ｓ１,基礎科目,既修外国語,英語一列①,中川 映里,1.0
30415,Ｓ１,基礎科目,既修外国語,英語一列①,岩佐 将志,1.0
30416,Ｓ１,基礎科目,既修外国語,英語一列①,治山 純子,1.0
30417,Ｓ１,基礎科目,既修外国語,英語一列①,神田 惟,1.0
30430,Ｓ１,基礎科目,物質科学,物性化学,佐藤 守俊,2.0
30432,Ｓ１,基礎科目,物質科学,物性化学,寺尾 潤,2.0
30435,Ｓ１,基礎科目,物質科学,物性化学,豊田 太郎,2.0
30438,Ｓ１,基礎科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
30442,Ｓ１,基礎科目,物質科学,物性化学,宮島 謙,2.0
31326,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,佐藤 守俊,2.0
31327,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,宮島 謙,2.0
31328,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,豊田 太郎,2.0
31329,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,寺尾 潤,2.0
31333,Ｓ１,要求科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
31673,Ｓ１,主題科目,全学自由研究ゼミナール,全学自由研究ゼミナール (プロジェクト志向の翻訳とMT「実用化」時代の翻訳者コンピテンス),影浦 峡,2.0
31849,Ｓ１,基礎科目,基礎実験,生命科学実験,山元 孝佳,2.0
30462,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,三吉 美加,1.0
30463,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,リチンスキ ダン,1.0
30465,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,アンダル ジャクリーン,1.0
30466,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,土屋 和代,1.0
30467,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,牛村 圭,1.0
30469,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,Williams David,1.0
30470,Ｓ１,基礎科目,既修外国語,英語一列①,サーギル ジェームズ クリストファー,1.0
30471,Ｓ１,基礎科目,既修外国語,英語一列①,ナルト デリック,1.0
30472,Ｓ１,基礎科目,既修外国語,英語一列①,大城 明緒,1.0
30473,Ｓ１,基礎科目,既修外国語,英語一列①,杉本 文四郎,1.0
30474,Ｓ１,基礎科目,既修外国語,英語一列①,篠儀 直子,1.0
30475,Ｓ１,基礎科目,既修外国語,英語一列①,鈴木 哲平,1.0
30476,Ｓ１,基礎科目,既修外国語,英語一列①,西川 杉子,1.0
30477,Ｓ１,基礎科目,既修外国語,英語一列①,西野 方子,1.0
30478,Ｓ１,基礎科目,既修外国語,英語一列①,加太 康孝,1.0
30479,Ｓ１,基礎科目,既修外国語,英語一列①,岡野 恵,1.0
30480,Ｓ１,基礎科目,既修外国語,英語一列①,近藤 亮介,1.0
30481,Ｓ１,基礎科目,既修外国語,英語一列①,大関 洋平,1.0
30482,Ｓ１,基礎科目,既修外国語,英語一列①,岩佐 将志,1.0
30483,Ｓ１,基礎科目,既修外国語,英語一列①,治山 純子,1.0
30484,Ｓ１,基礎科目,既修外国語,英語一列①,神田 惟,1.0
30491,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,テラシマ アレクサンドラ,1.0
30492,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BROOKS Britton,1.0
30493,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BUENO Alex Falcon,1.0
30494,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,DIETZ Richard,1.0
30495,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ジェームズ エリンガー,1.0
30496,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ホールマン フランシス キャンドラー,1.0
30497,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ハンセン キャサリン,1.0
30498,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,Kartika Diana,1.0
30499,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,PAZDZIORA JOHN PATRICK,1.0
30500,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,RUIZ TADA Elisa,1.0
30501,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BORDILOVSKAYA Anna,1.0
30502,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,沈 尚玉,1.0
30503,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ナオミ バーマン,1.0
30504,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,TSAI Aurora Marjorie,1.0
30513,Ｓ１,基礎科目,物質科学,物性化学,片山 正士,2.0
30515,Ｓ１,基礎科目,物質科学,物性化学,溝口 照康,2.0
30517,Ｓ１,基礎科目,物質科学,物性化学,豊田 太郎,2.0
31177,Ｓ１,基礎科目,数理科学,数理科学基礎,関口 英子,2.0
31339,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,溝口 照康,2.0
31340,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,豊田 太郎,2.0
31341,Ｓ１,総合科目,Ｅ（物質・生命）,物性化学,片山 正士,2.0
31824,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,AKINDELE Tito,1.0
31828,Ｓ１,基礎科目,数理科学,数理科学基礎,入江 慶,2.0
31829,Ｓ１,基礎科目,数理科学,数理科学基礎,緒方 芳子,2.0
31830,Ｓ１,基礎科目,数理科学,数理科学基礎,松井 千尋,2.0
31831,Ｓ１,基礎科目,数理科学,数理科学基礎,竹内 知哉,2.0
31843,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,松井 千尋,2.0
31844,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,竹内 知哉,2.0
31845,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,入江 慶,2.0
31846,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,関口 英子,2.0
31847,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎,緒方 芳子,2.0
30536,Ｓ１,基礎科目,数理科学,数理科学基礎演習,牛腸 徹,1.0
30537,Ｓ１,基礎科目,数理科学,数理科学基礎演習,清野 和彦,1.0
30538,Ｓ１,基礎科目,数理科学,数理科学基礎演習,緒方 芳子,1.0
30539,Ｓ１,基礎科目,数理科学,数理科学基礎演習,津田 照久,1.0
30540,Ｓ１,基礎科目,数理科学,数理科学基礎演習,斉藤 義久,1.0
31597,Ｓ１,総合科目,Ｅ（物質・生命）,食の科学,佐藤 隆一郎,1.0
31654,Ｓ１,主題科目,全学自由研究ゼミナール,全学自由研究ゼミナール (微生物研究の最前線～東大生が学んでおくべきこと～),石井 正治,1.0
31687,Ｓ１,主題科目,全学自由研究ゼミナール,全学自由研究ゼミナール (豊かな人生設計に必要な金融リテラシーを学ぶ ～実務の最前線で奮闘する官僚が語る～),湯山 智教,1.0
31802,Ｓ１,主題科目,全学自由研究ゼミナール,全学自由研究ゼミナール (社会を知る、自分を知る),岡本 佳子,1.0
30612,Ｓ１,基礎科目,既修外国語,英語一列①,LANDAU Samantha,1.0
30613,Ｓ１,基礎科目,既修外国語,英語一列①,KARL STEVEN RODNEY,1.0
30614,Ｓ１,基礎科目,既修外国語,英語一列①,梶浦 恭平,1.0
30615,Ｓ１,基礎科目,既修外国語,英語一列①,中川 映里,1.0
30616,Ｓ１,基礎科目,既修外国語,英語一列①,奥畑 豊,1.0
30617,Ｓ１,基礎科目,既修外国語,英語一列①,荒木 純子,1.0
30618,Ｓ１,基礎科目,既修外国語,英語一列①,西川 杉子,1.0
30619,Ｓ１,基礎科目,既修外国語,英語一列①,堀越 庸一郎,1.0
30620,Ｓ１,基礎科目,既修外国語,英語一列①,井上 博之,1.0
30621,Ｓ１,基礎科目,既修外国語,英語一列①,鷲塚 奈保,1.0
30622,Ｓ１,基礎科目,既修外国語,英語一列①,小野瀬 宗一郎,1.0
30623,Ｓ１,基礎科目,既修外国語,英語一列①,大関 洋平,1.0
30624,Ｓ１,基礎科目,既修外国語,英語一列①,栗原 浪絵,1.0
30625,Ｓ１,基礎科目,既修外国語,英語一列①,藤村 好美,1.0
30626,Ｓ１,基礎科目,既修外国語,英語一列①,神田 惟,1.0
30630,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,PULIDO ARCAS Jesus Alberto,1.0
30631,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,モレノ ペナランダ ラケル,1.0
30632,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,Kartika Diana,1.0
30633,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ハンセン キャサリン,1.0
30634,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ジェームズ エリンガー,1.0
30635,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BUENO Alex Falcon,1.0
30636,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BROOKS Britton,1.0
30637,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,WEITEMIER Adam,1.0
30638,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,VANDEN BUSSCHE Eric Armand,1.0
30639,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ROBB Nigel,1.0
30640,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,テラシマ アレクサンドラ,1.0
30641,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,SEDDON Ryan John,1.0
30642,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,TSAI Aurora Marjorie,1.0
30643,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,沈 尚玉,1.0
30646,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,小野 五弥子,1.0
30647,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,岩佐 将志,1.0
30648,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,具 裕珍,1.0
30649,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,坪井 栄治郎,1.0
30650,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,高橋 英海,1.0
30651,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,加治屋 健司,1.0
30652,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,アンダル ジャクリーン,1.0
30653,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,三吉 美加,1.0
30654,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,石原 剛,1.0
30664,Ｓ１,基礎科目,生命科学,生命科学,黒田 大祐,1.0
30665,Ｓ１,基礎科目,生命科学,生命科学,寺田 透,1.0
30667,Ｓ１,基礎科目,生命科学,生命科学,長谷川 禎彦,1.0
31350,Ｓ１,総合科目,Ｅ（物質・生命）,生命科学,長谷川 禎彦,1.0
31351,Ｓ１,総合科目,Ｅ（物質・生命）,生命科学,黒田 大祐,1.0
31352,Ｓ１,総合科目,Ｅ（物質・生命）,生命科学,寺田 透,1.0
30694,Ｓ１,基礎科目,既修外国語,英語一列①,LANDAU Samantha,1.0
30695,Ｓ１,基礎科目,既修外国語,英語一列①,ナルト デリック,1.0
30696,Ｓ１,基礎科目,既修外国語,英語一列①,KARL STEVEN RODNEY,1.0
30697,Ｓ１,基礎科目,既修外国語,英語一列①,梶浦 恭平,1.0
30698,Ｓ１,基礎科目,既修外国語,英語一列①,坂野 由紀子,1.0
30699,Ｓ１,基礎科目,既修外国語,英語一列①,西川 杉子,1.0
30700,Ｓ１,基礎科目,既修外国語,英語一列①,堀越 庸一郎,1.0
30701,Ｓ１,基礎科目,既修外国語,英語一列①,遠藤 智子,1.0
30702,Ｓ１,基礎科目,既修外国語,英語一列①,井上 博之,1.0
30703,Ｓ１,基礎科目,既修外国語,英語一列①,鷲塚 奈保,1.0
30704,Ｓ１,基礎科目,既修外国語,英語一列①,小野瀬 宗一郎,1.0
30705,Ｓ１,基礎科目,既修外国語,英語一列①,大関 洋平,1.0
30706,Ｓ１,基礎科目,既修外国語,英語一列①,栗原 浪絵,1.0
30707,Ｓ１,基礎科目,既修外国語,英語一列①,藤村 好美,1.0
30708,Ｓ１,基礎科目,既修外国語,英語一列①,神田 惟,1.0
30709,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,中尾 まさみ,1.0
30710,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,岩佐 将志,1.0
30711,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,小野 五弥子,1.0
30712,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,三吉 美加,1.0
30713,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,具 裕珍,1.0
30714,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,アンダル ジャクリーン,1.0
30715,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,矢田部 修一,1.0
30716,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,英語中級（クラス指定ターム型）,坪井 栄治郎,1.0
30719,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,VANDEN BUSSCHE Eric Armand,1.0
30720,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ROBB Nigel,1.0
30721,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,TSAI Aurora Marjorie,1.0
30722,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BROOKS Britton,1.0
30723,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BORDILOVSKAYA Anna,1.0
30724,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,沈 尚玉,1.0
30725,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,RUIZ TADA Elisa,1.0
30726,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,PAZDZIORA JOHN PATRICK,1.0
30727,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,NADADUR KANNAN Rajalakshmi,1.0
30728,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,モレノ ペナランダ ラケル,1.0
30729,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,BUENO Alex Falcon,1.0
30730,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,AKINDELE Tito,1.0
30731,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,Kartika Diana,1.0
30732,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ディーエル グレゴリー ロジャース,1.0
30733,Ｓ１,基礎科目,既修外国語,英語二列Ｓ（FLOW）,ハンセン キャサリン,1.0
30740,Ｓ１,基礎科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
31355,Ｓ１,要求科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
31803,Ｓ１,主題科目,全学自由研究ゼミナール,全学自由研究ゼミナール (国連と文化1),井筒 節,1.0
31850,Ｓ１,基礎科目,基礎実験,生命科学実験,山元 孝佳,2.0
30816,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,日本語上級,木村 政樹,1.0
30823,Ｓ１,総合科目,Ｂ（国際・地域）,日本語日本文学Ⅰ（理科生）,村上 克尚,1.0
31598,Ｓ１,総合科目,Ｅ（物質・生命）,天然物の科学,高山 誠司,1.0
30849,Ｓ１,基礎科目,既修外国語,日本語二列Ｃ,奥川 育子,1.0
30865,Ｓ１,基礎科目,初年次ゼミナール,初年次ゼミナールⅡ(PEAK),ダルグリーシュ ブレガム,1.0
30894,Ｓ１,基礎科目,生命科学,生命科学,飯野 雄一,1.0
30907,Ｓ１,基礎科目,生命科学,生命科学,山口 哲志,1.0
31372,Ｓ１,総合科目,Ｅ（物質・生命）,生命科学,山口 哲志,1.0
31373,Ｓ１,総合科目,Ｅ（物質・生命）,生命科学,飯野 雄一,1.0
30958,Ｓ１,基礎科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
31380,Ｓ１,要求科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
31851,Ｓ１,基礎科目,基礎実験,生命科学実験,山元 孝佳,2.0
31004,Ｓ１,基礎科目,数理科学,数理科学基礎演習,中村 勇哉,1.0
31005,Ｓ１,基礎科目,数理科学,数理科学基礎演習,山本 宏子,1.0
31006,Ｓ１,基礎科目,数理科学,数理科学基礎演習,WILLOX RALPH,1.0
31007,Ｓ１,基礎科目,数理科学,数理科学基礎演習,吉野 太郎,1.0
31008,Ｓ１,基礎科目,数理科学,数理科学基礎演習,清野 和彦,1.0
31804,Ｓ１,主題科目,全学自由研究ゼミナール,全学自由研究ゼミナール (図書館の学び・活用・提案①),岡本 佳子,1.0
31859,Ｓ１,総合科目,Ｆ（数理・情報）,数理科学基礎演習,清野 和彦,1.0
31047,Ｓ１,総合科目,Ｌ（言語・コミュニケーション）,日本語中級,大久保 雅子,1.0
31593,Ｓ１,総合科目,Ｄ（人間・環境）,住環境の科学,稲山 正弘,1.0
31599,Ｓ１,総合科目,Ｅ（物質・生命）,生物素材の科学,齋藤 継之,1.0
31603,Ｓ１,総合科目,Ｅ（物質・生命）,化学薬学概論,金井 求,1.0
31563,Ｓ１,総合科目,Ｄ（人間・環境）,環境・エネルギー工学基礎Ⅰ,森田 一樹,1.0
31179,Ｓ１,基礎科目,生命科学,生命科学,杉山 宗隆,1.0
31181,Ｓ１,基礎科目,生命科学,生命科学,舘野 正樹,1.0
31184,Ｓ１,基礎科目,基礎実験,基礎実験Ⅲ(化学),実験担当,1.0
31391,Ｓ１,総合科目,Ｅ（物質・生命）,生命科学,舘野 正樹,1.0
